name,job,phone,email,country, salary 
ÇÈÊÓÇã Âá ÕİæÇä,Ceramics designer,388-896-8816,rmy00@hotmail.com,New Zealand," 8,599,095.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÕÇÏÍ ÇáÌÇÈÑ,"Therapist, music",(495)324-0816,lqylhmz@gmail.com,Iceland," 12,848,486.00 Ï.Ú.ş "
Ûæì ÇáÌÇÈÑ,"Pilot, airline",(763)441-9306x14197,rgb38@gmail.com,Lebanon," 14,711,080.00 Ï.Ú.ş "
ÇáãåäÏÓ ãíËÇŞ Âá ÚÇíÖ,"Research officer, political party",(295)364-7924x84477,al-mydhmwd@gmail.com,Cote d'Ivoire," 7,524,616.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÔÌÇÚ Âá ŞÕíÑ,"Conservation officer, historic buildings",(501)848-2633x030,al-sltnryd@yahoo.com,Germany," 10,557,971.00 Ï.Ú.ş "
ŞÈÓ ÃÈÇ ÇáÎíá,Environmental manager,2825446157,jyln90@hotmail.com,Christmas Island," 6,234,616.00 Ï.Ú.ş "
äÇåÏ Âá ÑİíÚ,Armed forces logistics/support/administrative officer,976-982-0008x668,jknw@yahoo.com,Portugal," 397,405.00 Ï.Ú.ş "
ÎáÏæä ÇáÌÇÈÑ,Podiatrist,+1-241-577-7368x518,bthjhjr@yahoo.com,Guatemala," 6,735,709.00 Ï.Ú.ş "
áíäÇ Âá ÓÚæÏ,"Therapist, nutritional",(624)631-9393x52884,jryrlrshd@yahoo.com,Singapore," 12,275,441.00 Ï.Ú.ş "
ÇáÓíÏ ÑãÖÇä ÇáãåíÏÈ,Diagnostic radiographer,(472)973-9755x084,shkryal-rfy@yahoo.com,Moldova," 8,307,577.00 Ï.Ú.ş "
Ãáíä ÃÈÇ ÇáÎíá,Exhibition designer,+1-785-882-1381x2256,ljbrrhyb@gmail.com,Greece," 8,387,316.00 Ï.Ú.ş "
åÏì ÇáãÔÇæáÉ,"Surveyor, hydrographic",698-689-5655x2701,al-hsynfrh@hotmail.com,Fiji," 12,533,788.00 Ï.Ú.ş "
ÌæÑíøÉ İÕíá,Jewellery designer,001-240-912-7467,ndymhnbwly@gmail.com,Cayman Islands," 4,974,847.00 Ï.Ú.ş "
ÇáÏßÊæÑ áİíİ ßÇäæ,"Designer, textile",481.377.5808,btlbw-dwwd@gmail.com,Jersey," 8,679,394.00 Ï.Ú.ş "
ÇáÂäÓÉ ÚÇáíÉ ÇáãåíÏÈ,Mental health nurse,801-785-6267,tbn-ldn@yahoo.com,Dominican Republic," 11,948,928.00 Ï.Ú.ş "
ãíÓæä Âá ÎÖíÑ,"Surveyor, rural practice",001-551-755-9631x6152,lqal-sfwn@hotmail.com,New Zealand," 6,820,569.00 Ï.Ú.ş "
ÇáÂäÓÉ ÃÑíÌ Âá Úáí,"Engineer, land",(476)436-5360,mlhmmhn@gmail.com,Chile," 6,379,821.00 Ï.Ú.ş "
äÇÏíå Èä áÇÏä,English as a foreign language teacher,6805508231,oknw@gmail.com,Uganda," 11,479,927.00 Ï.Ú.ş "
ÑÇÈÍ ÇáÌİÇáí,Diagnostic radiographer,(622)446-4686x34697,ljflywryd@yahoo.com,Azerbaijan," 3,512,064.00 Ï.Ú.ş "
åÇäí Âá ŞÕíÑ,Media planner,771.703.1969,bd-llym50@gmail.com,Botswana," 14,678,466.00 Ï.Ú.ş "
ÇáÓíÏÉ ÇÈÊßÇÑ ÈŞÔÇä,"Pharmacist, community",6364850733,sdqylmshwl@yahoo.com,Marshall Islands," 9,529,389.00 Ï.Ú.ş "
ÇáãåäÏÓ ãÚãøÑ ÍäÈæáí,"Designer, graphic",403-327-4228x400,rjal-lshykh@hotmail.com,Saint Helena," 14,759,385.00 Ï.Ú.ş "
æÇÕá ÃÈæ ÏÇææÏ,Financial trader,001-535-357-1285x95196,lwral-jfr@hotmail.com,Iceland," 4,564,418.00 Ï.Ú.ş "
ßÑãÉ ÇáÑÇÔÏ,Herpetologist,+1-250-340-8537x25874,fkhr-ldwynal-lshykh@hotmail.com,Hong Kong," 1,539,885.00 Ï.Ú.ş "
ÇáãåäÏÓ ãÍİæÙ Âá Úáí,Public affairs consultant,759.464.2334x1370,mwfwqal-khdyr@hotmail.com,San Marino," 329,184.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ áÇÑÇ Âá ÓáØÇä,Chartered certified accountant,321-424-3115,ndyhmhn@gmail.com,Saudi Arabia," 5,462,649.00 Ï.Ú.ş "
ÚÊÇÈ Âá Úáí,Management consultant,(336)416-8889,oal-khdyr@hotmail.com,Poland," 9,027,390.00 Ï.Ú.ş "
åáÇáí ÇáÚŞíá,Tour manager,284-621-1479x85542,eal-bn-lfy@gmail.com,Mexico," 10,118,283.00 Ï.Ú.ş "
ßÇÑã ÇáÍßíÑ,Intelligence analyst,278.923.5801x61673,al-sltngly@yahoo.com,Costa Rica," 7,373,274.00 Ï.Ú.ş "
İÑÇÊ ÍÌÇÑ,Waste management officer,337.995.7668x92546,al-tfkhdr@hotmail.com,Martinique," 6,993,350.00 Ï.Ú.ş "
ÇáÂäÓÉ ãíÑÇ ÇáÑÇÔÏ,Child psychotherapist,8787257211,aal-myd@yahoo.com,Cuba," 10,124,956.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ åÏì ÇáÍßíÑ,Investment analyst,-1677,jlal-hsyn@hotmail.com,Peru," 3,957,977.00 Ï.Ú.ş "
ÔÇßÑ ÇáÔÇíÚ,"Engineer, electronics",(755)727-0738x7462,bws25@yahoo.com,Turks and Caicos Islands," 10,791,029.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÔåÏ ÇáãÔÇæáÉ,"Geologist, wellsite",275-411-3239x255,nmr44@hotmail.com,Slovenia," 3,474,765.00 Ï.Ú.ş "
ÏÑíÏ ßÇäæ,Soil scientist,(986)856-1014x429,nm60@yahoo.com,Tajikistan," 7,269,861.00 Ï.Ú.ş "
íÓÑì ßÇäæ,Brewing technologist,001-433-514-7717,lal-hsyn@gmail.com,Puerto Rico," 9,412,105.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÒÇÎÑ ÇáÍßíÑ,Politician's assistant,001-848-685-4578x843,bws37@yahoo.com,Sierra Leone," 13,376,502.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ãÇĞì Âá ÇáÚÓßÑí,Broadcast presenter,(670)924-2848x623,aljfly@yahoo.com,Gambia," 10,932,969.00 Ï.Ú.ş "
ÇáÂäÓÉ ÓÌì ÔÑÈÊáí,Lobbyist,810.988.0053x7470,pal-jfr@gmail.com,Libyan Arab Jamahiriya," 11,931,924.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ áæÌíä İÕíá,Geophysicist/field seismologist,437-843-5500,lqmnal-lshykh@hotmail.com,Dominica," 2,792,657.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßäÇä ÇáÏÈÇÛ,"Journalist, magazine",(820)671-6717x1967,zkylshy@yahoo.com,Lebanon," 8,975,426.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃäÇåíÏ Âá ÓáØÇä,"Surveyor, mining",001-263-408-6887,fal-lskry@yahoo.com,Martinique," 2,550,927.00 Ï.Ú.ş "
ÚÇÊÈ Âá ÑİíÚ,Logistics and distribution manager,(992)534-2690,bal-wd@gmail.com,Burundi," 11,026,149.00 Ï.Ú.ş "
ÇáÓíÏ ãÍÌæÈ Âá ÚØİÉ,Forensic psychologist,+1-301-935-1415x7394,mwywdbn-ldn@hotmail.com,Sri Lanka," 9,956,272.00 Ï.Ú.ş "
ŞÍØÇä ÇáãåäÇ,Investment analyst,+1-420-313-2645x00125,ral-bn-zfr@gmail.com,Fiji," 6,084,033.00 Ï.Ú.ş "
ÌãÇä ãåäÇ,Mechanical engineer,361-604-4588x373,al-bn-lfytwlyn@hotmail.com,Lebanon," 6,480,638.00 Ï.Ú.ş "
ÇáãåäÏÓ ÍÓäíä Âá ÓÚæÏ,Legal secretary,9176250044,hzr71@hotmail.com,British Indian Ocean Territory (Chagos Archipelago)," 9,199,729.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÈÏ ÇáÊøæÇÈ Âá ãŞØÉ,Logistics and distribution manager,628.725.0635x68716,zhyrlmgwl@yahoo.com,Jersey," 6,786,623.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÒåÑÉ Âá ÑİíÚ,"Psychotherapist, child",(267)372-2813,lqmnal-jfr@gmail.com,French Southern Territories," 3,792,760.00 Ï.Ú.ş "
ÒåÑÉ Âá Úáí,Immigration officer,(271)232-0694,hmydmhn@gmail.com,Tunisia," 7,072,221.00 Ï.Ú.ş "
ÒßíÉ ÇáÚáíÇä,Legal secretary,+1-612-947-7095x201,al-mqtkml@gmail.com,Belgium," 9,174,093.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ æÓíá Âá ÍÓíä,Social worker,2937075425,lhjrdl@hotmail.com,Myanmar," 13,686,493.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÓáÇİ Âá ÍÓíä,Newspaper journalist,001-443-567-5099x9458,hsnynljln@hotmail.com,Lao People's Democratic Republic," 14,466,368.00 Ï.Ú.ş "
ÚáæÇä Âá ÍÓíä,Geographical information systems officer,+1-399-657-7175x22564,lhjrdyyy@gmail.com,Cayman Islands," 11,404,548.00 Ï.Ú.ş "
ÑæÈíä ÇáÍßíÑ,"Designer, interior/spatial",001-470-803-2202x462,ltfyal-lskry@hotmail.com,Grenada," 10,813,200.00 Ï.Ú.ş "
ÑÇÌÍ ÇáãåíÏÈ,Psychiatric nurse,001-533-234-6462,jbrlmshwl@hotmail.com,China," 12,319,083.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃÒåÇÑ ÇáÍÌÇÑ,Glass blower/designer,600-385-0210x55489,bthynlhkyr@gmail.com,Burkina Faso," 7,362,469.00 Ï.Ú.ş "
ÓáíãÇä Âá Úáí,Corporate investment banker,001-411-440-7270x78417,aal-myd@hotmail.com,United States of America," 4,568,913.00 Ï.Ú.ş "
íæÓİ Âá ÓÚæÏ,Building surveyor,231.947.9184x42015,ysmyn46@gmail.com,Iceland," 11,483,053.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÒßíÉ Âá ãŞØÉ,Risk manager,+1-571-586-1450x52916,muslh64@yahoo.com,Guinea," 5,808,463.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ åäÏ Âá ÕİæÇä,Editorial assistant,+1-408-498-8499x79285,al-jfrmsrwr@gmail.com,Antarctica (the territory South of 60 deg S)," 5,166,367.00 Ï.Ú.ş "
ÇáãåäÏÓ ÒÇåí ÔÑÈÊáí,Oncologist,+1-402-959-7629x93661,rfhmhn@hotmail.com,Turkmenistan," 13,324,466.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÎíÑí Âá ÕİæÇä,"Nurse, children's",-9640,bw-dwwdd@hotmail.com,Kenya," 13,219,188.00 Ï.Ú.ş "
ÇáÏßÊæÑ ØáÚÊ Âá ÌÚİÑ,Television/film/video producer,001-914-882-1121,jfr15@hotmail.com,Ecuador," 5,107,969.00 Ï.Ú.ş "
ÇáÓíÏÉ ÈÊæá ÃÈÇ ÇáÎíá,Medical secretary,737-751-0121,kzmal-sfwn@gmail.com,Bahrain," 14,419,933.00 Ï.Ú.ş "
ãÇĞì Âá ÌÚİÑ,Trade mark attorney,(218)496-3489x76805,jshrbtly@yahoo.com,Jersey," 6,008,080.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÑíãÇä ÇáãåíÏÈ,"Programmer, multimedia",248-357-5501,hmdyljln@yahoo.com,Kuwait," 14,481,701.00 Ï.Ú.ş "
ÇáãåäÏÓÉ äÛã ÇáÑÇÔÏ,"Engineer, drilling",212.437.0663,nwf08@hotmail.com,Cocos (Keeling) Islands," 14,158,603.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÕÇáÍ İÕíá,"Biochemist, clinical",001-752-889-9408x6611,bwrnmhn@hotmail.com,Malta," 6,033,333.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÚÇáíÉ ÇáãÔÇæáÉ,"Teacher, music",471.351.7495,slmshwl@gmail.com,Zambia," 9,440,041.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÑÊÌí Âá ÌÚİÑ,"Surveyor, insurance",792.941.4847,rstm80@yahoo.com,Dominican Republic," 6,230,645.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÃäÇåíÏ Âá ÓÚæÏ,Fine artist,(865)554-1965x1159,al-tftmh@gmail.com,Korea," 5,612,979.00 Ï.Ú.ş "
ÑÎÇÁ ÇáãÛÇæáÉ,Structural engineer,+1-883-296-3843x233,tal-tf@hotmail.com,Bosnia and Herzegovina," 7,982,717.00 Ï.Ú.ş "
ÑæÈíä ÇáãÛÇæáÉ,Insurance account manager,360.286.3287,hal-qsyr@gmail.com,Liechtenstein," 10,166,099.00 Ï.Ú.ş "
İÏÇÁ Èä áÇÏä,Systems analyst,(550)610-2933x69956,qsmljfly@yahoo.com,Pitcairn Islands," 5,973,446.00 Ï.Ú.ş "
ÚÒÇÒ ÃÈÇ ÇáÎíá,"Surveyor, insurance",001-226-898-6420,nlhkyr@hotmail.com,Latvia," 9,617,721.00 Ï.Ú.ş "
ÌÇáÇ ÇáÏÈÇÛ,"Designer, ceramics/pottery",(365)944-3206,thmrshrbtly@yahoo.com,Argentina," 4,980,318.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ äÇÏíå ãåäÇ,Television production assistant,523.670.2186x91513,ltwfldbg@hotmail.com,Argentina," 11,288,424.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßáíã Âá ÇáÚÓßÑí,Politician's assistant,001-521-361-1534x01470,sdwh88@hotmail.com,Lebanon," 14,460,896.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÓáíãÇä Âá ãŞØÉ,"Research officer, trade union",656-513-4631x0903,krm66@gmail.com,Morocco," 6,606,058.00 Ï.Ú.ş "
ÓÈÃ Âá Úáí,Educational psychologist,899-402-4747x98801,rjbldbg@hotmail.com,Aruba," 6,801,762.00 Ï.Ú.ş "
ÇáÂäÓÉ íÇÓãíä Âá ÚØİÉ,Technical author,781-580-6123x166,dhryfsyl@gmail.com,Cocos (Keeling) Islands," 1,817,202.00 Ï.Ú.ş "
ÇáÓíÏÉ áíäÇ ßÇäæ,"Editor, magazine features",821.870.5286,al-lshykhbd-ljlyl@hotmail.com,Austria," 6,462,117.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑæÈÇ ÇáÔÇíÚ,Research scientist (physical sciences),+1-467-518-8008x9430,al-sfwnbd-lswmd@gmail.com,Luxembourg," 13,285,410.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÓÚÏí ÇáÍßíÑ,"Teacher, English as a foreign language",254-696-0383x78963,mhfwzlqyl@hotmail.com,Guinea-Bissau," 11,670,318.00 Ï.Ú.ş "
ÓáãÇä ÍäÈæáí,"Scientist, physiological",001-557-821-6382x3113,lshynswr@gmail.com,Western Sahara," 14,414,551.00 Ï.Ú.ş "
ÃÒåÇÑ Âá ÍÓíä,Careers information officer,643-752-2352,bw-dwwdnjm-ldwyn@yahoo.com,North Macedonia," 2,077,201.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÖíÇÁ ÇáãåäÇ,"Scientist, marine",-3768,lmshwlmrzwq@yahoo.com,United States of America," 2,578,100.00 Ï.Ú.ş "
ÚÊÑíÓ ÍäÈæáí,Geophysical data processor,+1-872-648-1360x923,dal-mqt@hotmail.com,Puerto Rico," 1,868,401.00 Ï.Ú.ş "
áæÑíä Âá ÌÚİÑ,"Restaurant manager, fast food",553-681-2669,ial-mqt@yahoo.com,Guadeloupe," 4,573,953.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÒíÇÏ ÍäÈæáí,"Accountant, chartered public finance",558.658.6585x60489,hn92@gmail.com,Canada," 616,491.00 Ï.Ú.ş "
äÕÑí ÈŞÔÇä,Sales executive,+1-346-290-8085x873,zhr18@hotmail.com,Argentina," 2,185,693.00 Ï.Ú.ş "
ÇÈÊÓÇã Èä áÇÏä,"Education officer, environmental",001-578-452-8503,lynllyn@gmail.com,Saint Pierre and Miquelon," 13,252,376.00 Ï.Ú.ş "
ÇáãåäÏÓÉ ÏÇäÉ ÇáãÔÇæáÉ,"Administrator, charities/voluntary organisations",-9787,tal-mqt@hotmail.com,Togo," 7,716,427.00 Ï.Ú.ş "
äÇÑÏíä ÇáÚáíÇä,Clinical embryologist,435.717.0437x271,qlmshwl@hotmail.com,Namibia," 2,212,154.00 Ï.Ú.ş "
äÇÖÑ ãåäÇ,"Engineer, structural",655-982-7589x8617,eal-sfwn@hotmail.com,Paraguay," 9,335,147.00 Ï.Ú.ş "
ÇáÂäÓÉ åíÇ ÈŞÔÇä,"Development worker, community",519-261-7066x6589,al-swdmhnwd@gmail.com,Liechtenstein," 6,493,357.00 Ï.Ú.ş "
ÇİÊßÇÑ ÇáÏÈÇÛ,Research scientist (physical sciences),607.519.7838,sdhhnbwly@gmail.com,Azerbaijan," 5,524,782.00 Ï.Ú.ş "
ÇáÓíÏ æÏæÏ ÇáãåíÏÈ,Insurance risk surveyor,443-898-3794,thqyflkhrfy@yahoo.com,Brazil," 10,575,815.00 Ï.Ú.ş "
ÑíÇä Âá ÚæÇÖ,Geophysical data processor,778.640.8600,mmwr53@gmail.com,Montserrat," 9,944,096.00 Ï.Ú.ş "
ÇáÂäÓÉ ÏÇäÉ ÇáÎÑÇİí,Sub,6284471489,jwdbw-dwwd@gmail.com,French Southern Territories," 6,690,674.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÛÒæÇä ÇáÍßíÑ,"Designer, multimedia",813-924-0763x80544,khlyflmhydb@gmail.com,Honduras," 1,863,581.00 Ï.Ú.ş "
ÓÏíã Âá ÕİæÇä,Physiological scientist,488.329.2753,ubw-dwwd@hotmail.com,Saint Vincent and the Grenadines," 11,399,520.00 Ï.Ú.ş "
Øå ÇáãåäÇ,Physiotherapist,750.619.7783x2346,hnyal-hsyn@yahoo.com,Moldova," 7,373,530.00 Ï.Ú.ş "
ÇáãåäÏÓ ÑÇÌÍ Âá ÚæÇÖ,Audiological scientist,5426047422,hnfy23@yahoo.com,Uruguay," 3,631,841.00 Ï.Ú.ş "
ÑÌÈ ÍäÈæáí,Clothing/textile technologist,+1-843-767-5028x3456,ysmyn46@hotmail.com,Gabon," 7,385,172.00 Ï.Ú.ş "
ÈËíäÉ ãåäÇ,Public affairs consultant,284.857.4721x486,slym15@gmail.com,Greenland," 12,278,416.00 Ï.Ú.ş "
ÇáãåäÏÓ Óåá ÇáÚÌáÇä,Pensions consultant,977-212-8201x6593,sj83@hotmail.com,Sudan," 6,433,245.00 Ï.Ú.ş "
ÑÓãí ÇáÍÌÇÑ,Information systems manager,(433)852-8809x28838,dal-sfwn@hotmail.com,Kenya," 1,885,775.00 Ï.Ú.ş "
ÇáÏßÊæÑ äÚãÇä İÕíá,"Pilot, airline",-8412,flmhn@hotmail.com,Slovakia (Slovak Republic)," 9,076,191.00 Ï.Ú.ş "
äÛã ÃÈÇ ÇáÎíá,"Administrator, sports",285-434-6983,kllyn@yahoo.com,Nigeria," 772,501.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚãíÑ Âá ÇáÔíÎ,Teaching laboratory technician,914.969.6048,bn-ldntj-ldwyn@hotmail.com,Holy See (Vatican City State)," 10,896,245.00 Ï.Ú.ş "
ÇáÏßÊæÑ ãÑÇÏ ÇáÍßíÑ,Chartered certified accountant,(763)360-5916,hnbwlyfdl@yahoo.com,Norfolk Island," 6,994,658.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÅáíäÇ Âá ÇáÔíÎ,Waste management officer,824-856-0730x04596,jyln46@gmail.com,Spain," 7,717,956.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÓÈÃ İÕíá,Systems analyst,524.217.8405x975,ial-bn-zfr@hotmail.com,Gibraltar," 12,865,587.00 Ï.Ú.ş "
ÇáÓíÏÉ ÑæÈíä İÕíá,"Pilot, airline",352-288-4248x212,rjyyal-rfy@gmail.com,Papua New Guinea," 6,225,915.00 Ï.Ú.ş "
ÇáãåäÏÓ ãİíÏ Âá ÍÓíä,Industrial/product designer,-5087,dshrbtly@yahoo.com,Uganda," 8,585,256.00 Ï.Ú.ş "
ÙÇåÑ ÇáãåíÏÈ,International aid/development worker,290-223-9194x746,shhm51@gmail.com,Chad," 7,790,879.00 Ï.Ú.ş "
ÇáÓíÏÉ ÇÈÊåÇÌ ÇáãåíÏÈ,"Engineer, control and instrumentation",001-480-277-9764x485,smhknw@yahoo.com,Marshall Islands," 5,621,899.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ İÎÑ ÇáÏøíä ÃÈÇ ÇáÎíá,Soil scientist,819.846.6825x201,xal-swd@gmail.com,Kiribati," 5,934,760.00 Ï.Ú.ş "
Óåíá ÇáÚáíÇä,Insurance account manager,728-493-9419x0649,shwn29@gmail.com,Montenegro," 8,659,706.00 Ï.Ú.ş "
ÇáÓíÏÉ ÏÇäÉ ÇáÔÇíÚ,Travel agency manager,(566)390-9782x37566,tshrbtly@yahoo.com,Pitcairn Islands," 13,473,580.00 Ï.Ú.ş "
ÇáÏßÊæÑ áØæİ Âá Úáí,Investment analyst,855-896-7952x717,lshybr@gmail.com,Yemen," 2,197,095.00 Ï.Ú.ş "
ÇáÓíÏ ÚÇØİ ÍäÈæáí,Museum/gallery exhibitions officer,798-650-5138,khld69@hotmail.com,Zambia," 8,552,126.00 Ï.Ú.ş "
ÇáÓíÏÉ ÃİäÇä Âá Èä áÇİí,Horticultural therapist,406-440-1399x474,ljlnhy@hotmail.com,Cocos (Keeling) Islands," 10,523,825.00 Ï.Ú.ş "
ãäÓí Âá ÓáØÇä,Photographer,263-780-2576x288,tmwmknw@gmail.com,Angola," 6,310,086.00 Ï.Ú.ş "
ÛíÏÇÁ Âá ãÚíÖ,Radiation protection practitioner,(660)390-0024x981,lm76@gmail.com,Ecuador," 8,309,660.00 Ï.Ú.ş "
áæÑíä Âá ÕİæÇä,"Teacher, English as a foreign language",958.907.9245,ldbgtyd@yahoo.com,Ghana," 13,866,491.00 Ï.Ú.ş "
ÌÇáÇ ÇáãåäÇ,"Education officer, museum",(360)762-9925x220,khdral-rfy@hotmail.com,Indonesia," 4,834,536.00 Ï.Ú.ş "
áÇÑÇ ÃÈÇ ÇáÎíá,Sports therapist,373-775-1690x34827,dhmn55@gmail.com,Timor-Leste," 13,014,798.00 Ï.Ú.ş "
ãåíÈ Âá ÇáÔíÎ,Database administrator,+1-536-348-9257x4950,nwr-lhqw43@yahoo.com,French Polynesia," 12,421,910.00 Ï.Ú.ş "
İÇíÏ Âá ãÚíÖ,Graphic designer,+1-454-469-7967x1635,lwlyal-tf@yahoo.com,Nauru," 12,857,440.00 Ï.Ú.ş "
ãäÓí Èä áÇÏä,Local government officer,5563530847,ndyal-mhmd-bn-ly-bn-jmz@gmail.com,Palestinian Territory," 8,514,506.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ åäÏ ßÇäæ,Theme park manager,339-281-0594x08132,frsal-jfr@yahoo.com,Haiti," 7,536,792.00 Ï.Ú.ş "
ÖÍì Âá ÇáÔíÎ,Tree surgeon,001-832-505-3366x431,ryf86@yahoo.com,Solomon Islands," 6,218,726.00 Ï.Ú.ş "
ÇáÓíÏÉ ÓáÓÈíá ÇáãåäÇ,Barista,+1-709-876-0073x0857,tj-ldwynal-hsyn@yahoo.com,Estonia," 1,506,905.00 Ï.Ú.ş "
ÇáãåäÏÓÉ äæÑå ÇáãÔÇæáÉ,Trade mark attorney,996.963.0012x9062,jwnal-wd@gmail.com,Albania," 1,633,710.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÈÏ ÇáãÍíí ÇáãÔÇæáÉ,"Designer, furniture",(652)226-2243,bd-lrwshyd35@gmail.com,Spain," 3,463,118.00 Ï.Ú.ş "
ÇáÏßÊæÑ ÔåÇÈ Âá ÌÚİÑ,"Doctor, hospital",216-364-8824x9706,mhdyal-ly@yahoo.com,Czech Republic," 1,122,003.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ßÇÔİ Âá ÚæÇÖ,"Therapist, speech and language",+1-484-830-1245x1260,sbhylrshd@hotmail.com,Bosnia and Herzegovina," 14,874,240.00 Ï.Ú.ş "
ÈÊæá ÍäÈæáí,Structural engineer,(677)830-7458x66535,cllyn@hotmail.com,Turkmenistan," 4,453,230.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÑæÇÁ Âá ãÚíÖ,"Engineer, manufacturing systems",001-892-423-2489x279,wal-bn-lfy@gmail.com,Slovenia," 14,578,007.00 Ï.Ú.ş "
ÚÒãí Âá ÚØİÉ,Field seismologist,-5496,ryys70@yahoo.com,Eritrea," 14,604,914.00 Ï.Ú.ş "
ÇáãåäÏÓ ÚÈÏ ÇááØíİ Âá ÚæÇÖ,Licensed conveyancer,300-363-0232x1149,dhk79@gmail.com,Seychelles," 14,582,432.00 Ï.Ú.ş "
ÓáÇİ Âá Úáí,"Surveyor, land/geomatics",5579661548,zshrbtly@hotmail.com,Belize," 14,742,342.00 Ï.Ú.ş "
ÇÈÊßÇÑ Âá ÓÚæÏ,"Surveyor, minerals",(652)516-4327,hjr22@gmail.com,Martinique," 572,879.00 Ï.Ú.ş "
ÃÓÑÇÑ Âá ÚØİÉ,"Engineer, petroleum",+1-528-659-2599x16430,bn-ldndy@yahoo.com,Costa Rica," 7,315,451.00 Ï.Ú.ş "
ÇáÏßÊæÑ ŞÏÑí Âá ÓáØÇä,Product designer,(527)288-5026x586,zhy20@gmail.com,Costa Rica," 13,057,542.00 Ï.Ú.ş "
ÚÈÏ Çáãáß Âá ãÚíÖ,Meteorologist,277-973-2399x8998,wd08@hotmail.com,Kenya," 2,952,058.00 Ï.Ú.ş "
ÇáÏßÊæÑ İØíä İÕíá,Wellsite geologist,618-853-5592,hmydal-lshykh@gmail.com,Canada," 13,308,679.00 Ï.Ú.ş "
ÔÇßÑ Âá ÚØİÉ,Housing manager/officer,356.361.6698,al-sfwnjd@gmail.com,Namibia," 5,350,080.00 Ï.Ú.ş "
ÃäÇåíÏ ÇáÍÌÇÑ,Metallurgist,(461)724-2620x48914,gzwnknw@yahoo.com,Somalia," 2,497,181.00 Ï.Ú.ş "
ÇáãåäÏÓ ÊÍÓíä İÕíá,"Engineer, structural",677.226.2520x93357,hfyzljbr@gmail.com,Barbados," 5,392,543.00 Ï.Ú.ş "
ÇáÓíÏ æÇÕİ Âá ÚæÇÖ,"Investment banker, operational",290.946.4700x27691,mnal-qsyr@hotmail.com,Australia," 10,586,491.00 Ï.Ú.ş "
ÇáÏßÊæÑÉ ÇíãÇä Âá ÍÓíä,"Designer, furniture",001-345-228-9998x795,jal-lshykh@yahoo.com,Argentina," 12,235,052.00 Ï.Ú.ş "
äÕÑ ÇáÏøíä ÇáÑÇÔÏ,Trade mark attorney,001-945-865-0757x714,hal-tf@yahoo.com,Benin," 14,382,781.00 Ï.Ú.ş "
ÇáÃÓÊÇĞ ÚÈÏ ÇáÚÒíÒ Âá ÓÚæÏ,"Teacher, secondary school",612.831.9518x367,al-bn-lfynsr-ldwyn@gmail.com,Spain," 2,971,109.00 Ï.Ú.ş "
ÇáÃÓÊÇĞÉ ÏÇäíÉ ÇáÚáíÇä,Tourism officer,213.765.1016x140,al-bn-zfrthmn@yahoo.com,Nigeria," 4,273,716.00 Ï.Ú.ş "
ÇáÓíÏÉ ÇÚÊãÇÏ ÇáÎÑÇİí,Broadcast presenter,529.549.2483x614,hywnal-rfy@yahoo.com,Belize," 14,125,879.00 Ï.Ú.ş "
